Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
3rd,Glyph of Warding,Abjuration,1 Hour,,,"V, S, M",,Until Dispelled or Triggered,,,DEX Save,Acid (...),,"You inscribe a glyph that later unleashes a magical effect. You inscribe it either on a surface (such as a table or a section of floor) or within an object that can be closed (such as a book or chest) to conceal the glyph. The glyph can cover an area no larger than 10 feet in diameter. If the surface or object is moved more than 10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered.

The glyph is nearly imperceptible and requires a successful Wisdom ( Perception ) check against your spell save DC to notice.

When you inscribe the glyph, you set its trigger and choose whether it’s an explosive rune or a spell glyph, as explained below.

Set the Trigger. You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, common triggers include touching or stepping on the glyph, removing another object covering it, or approaching within a certain distance of it. For glyphs inscribed within an object, common triggers include opening that object or seeing the glyph. Once a glyph is triggered, this spell ends.

You can refine the trigger so that only creatures of certain types activate it (for example, the glyph could be set to affect Aberrations). You can also set conditions for creatures that don’t trigger the glyph, such as those who say a certain password.

Explosive Rune. When triggered, the glyph erupts with magical energy in a 20-foot-radius Sphere centered on the glyph. Each creature in the area makes a Dexterity saving throw. A creature takes 5d8 Acid, Cold, Fire, Lightning, or Thunder damage (your choice when you create the glyph) on a failed save or half as much damage on a successful one.

Spell Glyph. You can store a prepared spell of level 3 or lower in the glyph by casting it as part of creating the glyph. The spell must target a single creature or an area. The spell being stored has no immediate effect when cast in this way.

When the glyph is triggered, the stored spell takes effect. If the spell has a target, it targets the creature that triggered the glyph. If the spell affects an area, the area is centered on that creature. If the spell summons Hostile creatures or creates harmful objects or traps, they appear as close as possible to the intruder and attack it. If the spell requires Concentration , it lasts until the end of its full duration.

Using a Higher-Level Spell Slot. The damage of an explosive rune increases by 1d8 for each spell slot level above 3. If you create a spell glyph, you can store any spell of up to the same level as the spell slot you use for the Glyph of Warding .",https://www.dndbeyond.com/spells/2618951-glyph-of-warding,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
3rd,Intellect Fortress,Abjuration,1 Action,30 ft.,,V,,1 Hour,,,,Buff,,"For the duration, you or one willing creature you can see within range has resistance to psychic damage, as well as advantage on Intelligence, Wisdom, and Charisma saving throws.

At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, you can target one additional creature for each slot level above 3rd. The creatures must be within 30 feet of each other when you target them.",https://www.dndbeyond.com/spells/718549-intellect-fortress,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
3rd,Leomund's Tiny Hut,Evocation,1 Minute,,(10 ft. ),"V, S, M",,8 Hours,,,,Utility,,"A 10-foot Emanation springs into existence around you and remains stationary for the duration. The spell fails when you cast it if the Emanation isn’t big enough to fully encapsulate all creatures in its area.

Creatures and objects within the Emanation when you cast the spell can move through it freely. All other creatures and objects are barred from passing through it. Spells of level 3 or lower can’t be cast through it, and the effects of such spells can’t extend into it.

The atmosphere inside the Emanation is comfortable and dry, regardless of the weather outside. Until the spell ends, you can command the interior to have Dim Light or Darkness (no action required). The Emanation is opaque from the outside and of any color you choose, but it’s transparent from the inside.

The spell ends early if you leave the Emanation or if you cast it again.",https://www.dndbeyond.com/spells/2619013-leomunds-tiny-hut,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
3rd,Life Transference,Necromancy,1 Action,30 ft.,,"V, S",,Instantaneous,,,,Necrotic,,"You sacrifice some of your health to mend another creature’s injuries. You take 4d8 necrotic damage, which can’t be reduced in any way, and one creature of your choice that you can see within range regains a number of hit points equal to twice the necrotic damage you take.

At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d8 for each slot level above 3rd.",https://www.dndbeyond.com/spells/14880-life-transference,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
3rd,Magic Circle,Abjuration,1 Minute,10 ft.,(10 ft. *),"V, S, M",,1 Hour,,,CHA Save,,,"You create a 10-foot-radius, 20-foot-tall Cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear wherever the Cylinder intersects with the floor or other surface.

Choose one or more of the following types of creatures: Celestials, Elementals, Fey, Fiends, or Undead. The circle affects a creature of the chosen type in the following ways:

The creature can’t willingly enter the Cylinder by nonmagical means. If the creature tries to use teleportation or interplanar travel to do so, it must first succeed on a Charisma saving throw.

The creature has Disadvantage on attack rolls against targets within the Cylinder.

Targets within the Cylinder can’t be possessed by or gain the Charmed or Frightened condition from the creature.

Each time you cast this spell, you can cause its magic to operate in the reverse direction, preventing a creature of the specified type from leaving the Cylinder and protecting targets outside it.

Using a Higher-Level Spell Slot. The duration increases by 1 hour for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619018-magic-circle,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
3rd,Mass Healing Word,Abjuration,1 Bonus Action,60 ft.,,V,,Instantaneous,,,,Healing,,"Up to six creatures of your choice that you can see within range regain Hit Points equal to 2d4 plus your spellcasting ability modifier.

Using a Higher-Level Spell Slot. The healing increases by 1d4 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619028-mass-healing-word,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
3rd,Nondetection,Abjuration,1 Action,,,"V, S, M",,8 Hours,,,,Deception,,"For the duration, you hide a target that you touch from Divination spells. The target can be a willing creature, or it can be a place or an object no larger than 10 feet in any dimension. The target can’t be targeted by any Divination spell or perceived through magical scrying sensors.",https://www.dndbeyond.com/spells/2619122-nondetection,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
3rd,Protection from Energy,Abjuration,1 Action,,,"V, S",,1 Hour,,,,Buff (...),,"For the duration, the willing creature you touch has Resistance to one damage type of your choice: Acid, Cold, Fire, Lightning, or Thunder.",https://www.dndbeyond.com/spells/2618908-protection-from-energy,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
3rd,Remove Curse,Abjuration,1 Action,,,"V, S",,Instantaneous,,,,Buff,,"At your touch, all curses affecting one creature or object end. If the object is a cursed magic item, its curse remains, but the spell breaks its owner’s Attunement to the object so it can be removed or discarded.",https://www.dndbeyond.com/spells/2618943-remove-curse,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
3rd,Revivify,Necromancy,1 Action,,,"V, S, M",,Instantaneous,,,,Healing,,"You touch a creature that has died within the last minute. That creature revives with 1 Hit Point. This spell can’t revive a creature that has died of old age, nor does it restore any missing body parts.",https://www.dndbeyond.com/spells/2618956-revivify,Resurrection,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
3rd,Sending,Divination,1 Action,,,"V, S, M",,Instantaneous,,,,Communication,,"You send a short message of 25 words or fewer to a creature you have met or a creature described to you by someone who has met it. The target hears the message in its mind, recognizes you as the sender if it knows you, and can answer in a like manner immediately. The spell enables targets to understand the meaning of your message.

You can send the message across any distance and even to other planes of existence, but if the target is on a different plane than you, there is a 5 percent chance that the message doesn’t arrive. You know if the delivery fails.

Upon receiving your message, a creature can block your ability to reach it again with this spell for 8 hours. If you try to send another message during that time, you learn that you are blocked, and the spell fails.",https://www.dndbeyond.com/spells/2619015-sending,Communication & Language,Hard Ban,Secondary,Hard Ban,Hard Ban,Exclusive
3rd,Slow,Transmutation,1 Action,120 ft.,(40 ft. ),"V, S, M",,1 Minute,,,WIS Save,Control (...),,"You alter time around up to six creatures of your choice in a 40-foot Cube within range. Each target must succeed on a Wisdom saving throw or be affected by this spell for the duration.

An affected target’s Speed is halved, it takes a −2 penalty to AC and Dexterity saving throws, and it can’t take Reactions. On its turns, it can take either an action or a Bonus Action, not both, and it can make only one attack if it takes the Attack action. If it casts a spell with a Somatic component, there is a 25 percent chance the spell fails as a result of the target making the spell’s gestures too slowly.

An affected target repeats the save at the end of each of its turns, ending the spell on itself on a success.",https://www.dndbeyond.com/spells/2619066-slow,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
3rd,Speak with Dead,Necromancy,1 Action,10 ft.,,"V, S, M",,10 Minutes,,,,Communication (...),,"You grant the semblance of life to a corpse of your choice within range, allowing it to answer questions you pose. The corpse must have a mouth, and this spell fails if the deceased creature was Undead when it died. The spell also fails if the corpse was the target of this spell within the past 10 days.

Until the spell ends, you can ask the corpse up to five questions. The corpse knows only what it knew in life, including the languages it knew. Answers are usually brief, cryptic, or repetitive, and the corpse is under no compulsion to offer a truthful answer if you are antagonistic toward it or it recognizes you as an enemy. This spell doesn’t return the creature’s soul to its body, only its animating spirit. Thus, the corpse can’t learn new information, doesn’t comprehend anything that has happened since it died, and can’t speculate about future events.",https://www.dndbeyond.com/spells/2619068-speak-with-dead,Communication & Language,Hard Ban,Secondary,Hard Ban,Hard Ban,Exclusive
3rd,Spirit Guardians,Conjuration,1 Action,,(15 ft. ),"V, S, M",,10 Minutes,,,WIS Save,Radiant (...),,"Protective spirits flit around you in a 15-foot Emanation for the duration. If you are good or neutral, their spectral form appears angelic or fey (your choice). If you are evil, they appear fiendish.

When you cast this spell, you can designate creatures to be unaffected by it. Any other creature’s Speed is halved in the Emanation, and whenever the Emanation enters a creature’s space and whenever a creature enters the Emanation or ends its turn there, the creature must make a Wisdom saving throw. On a failed save, the creature takes 3d8 Radiant damage (if you are good or neutral) or 3d8 Necrotic damage (if you are evil). On a successful save, the creature takes half as much damage. A creature makes this save only once per turn.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619078-spirit-guardians,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
3rd,Spirit Shroud,Necromancy,1 Bonus Action,,,"V, S",,1 Minute,,,,Cold (...),,"You call forth spirits of the dead, which flit around you for the spell’s duration. The spirits are intangible and invulnerable.

Until the spell ends, any attack you make deals 1d8 extra damage when you hit a creature within 10 feet of you. This damage is radiant, necrotic, or cold (your choice when you cast the spell). Any creature that takes this damage can’t regain hit points until the start of your next turn.

In addition, any creature of your choice that you can see that starts its turn within 10 feet of you has its speed reduced by 10 feet until the start of your next turn.

At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d8 for every two slot levels above 3rd.",https://www.dndbeyond.com/spells/718581-spirit-shroud,Curses & Hexes,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
3rd,Stinking Cloud,Conjuration,1 Action,90 ft.,(20 ft. ),"V, S, M",,1 Minute,,,CON Save,Poisoned,,"You create a 20-foot-radius Sphere of yellow, nauseating gas centered on a point within range. The cloud is Heavily Obscured . The cloud lingers in the air for the duration or until a strong wind (such as the one created by Gust of Wind ) disperses it.

Each creature that starts its turn in the Sphere must succeed on a Constitution saving throw or have the Poisoned condition until the end of the current turn. While Poisoned in this way, the creature can’t take an action or a Bonus Action.",https://www.dndbeyond.com/spells/2619091-stinking-cloud,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
3rd,Summon Lesser Demons,Conjuration,1 Action,60 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You utter foul words, summoning demons from the chaos of the Abyss. Roll on the following table to determine what appears.

The DM chooses the demons, such as manes or dretches , and you choose the unoccupied spaces you can see within range where they appear. A summoned demon disappears when it drops to 0 hit points or when the spell ends.

The demons are hostile to all creatures, including you. Roll initiative for the summoned demons as a group, which has its own turns. The demons pursue and attack the nearest non-demons to the best of their ability.

As part of casting the spell, you can form a circle on the ground with the blood used as a material component. The circle is large enough to encompass your space. While the spell lasts, the summoned demons can’t cross the circle or harm it, and they can’t target anyone within it. Using the material component in this manner consumes it when the spell ends.

At Higher Levels. When you cast this spell using a spell slot of 6th or 7th level, you summon twice as many demons. If you cast it using a spell slot of 8th or 9th level, you summon three times as many demons.",https://www.dndbeyond.com/spells/14604-summon-lesser-demons,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
3rd,Summon Shadowspawn,Conjuration,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth a shadowy spirit. It manifests in an unoccupied space that you can see within range. This corporeal form uses the Shadow Spirit stat block. When you cast the spell, choose an emotion: Fury, Despair, or Fear. The creature resembles a misshapen biped marked by the chosen emotion, which determines certain traits in its stat block. The creature disappears when it drops to 0 hit points or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its move to avoid danger.

At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell’s level appears in the stat block.

Shadow Spirit

Medium monstrosity

Armor Class 11 + the level of the spell (natural armor)

Hit Points 35 + 15 for each spell level above 3rd

Speed 40 ft.

Damage Resistances necrotic

Condition Immunities frightened

Senses darkvision 120 ft., passive Perception 10

Languages understands the languages you speak

Challenge — Proficiency Bonus equals your bonus

Terror Frenzy (Fury Only). The spirit has advantage on attack rolls against frightened creatures.

Weight of Sorrow (Despair Only). Any creature, other than you, that starts its turn within 5 feet of the spirit has its speed reduced by 20 feet until the start of that creature’s next turn.

Actions

Multiattack. The spirit makes a number of attacks equal to half this spell’s level (rounded down).

Chilling Rend. Melee Weapon Attack: your spell attack modifier to hit, reach 5 ft., one target. Hit: 1d12 + 3 + the spell’s level cold damage.

Dreadful Scream (1/Day). The spirit screams. Each creature within 30 feet of it must succeed on a Wisdom saving throw against your spell save DC or be frightened of the spirit for 1 minute. The frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Bonus Actions

Shadow Stealth (Fear Only). While in dim light or darkness, the spirit takes the Hide action.",https://www.dndbeyond.com/spells/719948-summon-shadowspawn,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
3rd,Summon Undead,Necromancy,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth an Undead spirit. It manifests in an unoccupied space that you can see within range and uses the Undead Spirit stat block. When you cast the spell, choose the creature’s form: Ghostly, Putrid, or Skeletal. The spirit resembles an Undead creature with the chosen form, which determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Medium Undead, Neutral

AC 11 + the spell’s level

HP 30 (Ghostly and Putrid only) or 20 (Skeletal only) + 10 for each spell level above 3

Speed 30 ft.; Fly 40 ft. (hover; Ghostly only)

Immunities Necrotic, Poison; Exhaustion , Frightened , Paralyzed , Poisoned

Senses Darkvision 60 ft.; Passive Perception 10

Languages Understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Traits

Festering Aura (Putrid Only). Constitution Saving Throw: DC equals your spell save DC, any creature (other than you) that starts its turn within a 5-foot Emanation originating from the spirit. Failure: The creature has the Poisoned condition until the start of its next turn.

Incorporeal Passage (Ghostly Only). The spirit can move through other creatures and objects as if they were Difficult Terrain . If it ends its turn inside an object, it is shunted to the nearest unoccupied space and takes 1d10 Force damage for every 5 feet traveled.

Actions

Multiattack. The spirit makes a number of attacks equal to half this spell’s level (round down).

Deathly Touch (Ghostly Only). Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d8 + 3 + the spell’s level Necrotic damage, and the target has the Frightened condition until the end of its next turn.

Grave Bolt (Skeletal Only). Ranged Attack Roll: Bonus equals your spell attack modifier, range 150 ft. Hit: 2d4 + 3 + the spell’s level Necrotic damage.

Rotting Claw (Putrid Only). Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d6 + 3 + the spell’s level Slashing damage. If the target has the Poisoned condition, it has the Paralyzed condition until the end of its next turn.",https://www.dndbeyond.com/spells/2619119-summon-undead,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
3rd,Tongues,Divination,1 Action,,,"V, M",,1 Hour,,,,Communication (...),,"This spell grants the creature you touch the ability to understand any spoken or signed language that it hears or sees. Moreover, when the target communicates by speaking or signing, any creature that knows at least one language can understand it if that creature can hear the speech or see the signing.",https://www.dndbeyond.com/spells/2619190-tongues,Communication & Language,Hard Ban,Secondary,Hard Ban,Hard Ban,Exclusive
3rd,Vampiric Touch,Necromancy,1 Action,,,"V, S",,1 Minute,,,Melee,Necrotic,,"The touch of your shadow-wreathed hand can siphon life force from others to heal your wounds. Make a melee spell attack against one creature within reach. On a hit, the target takes 3d6 Necrotic damage, and you regain Hit Points equal to half the amount of Necrotic damage dealt.

Until the spell ends, you can make the attack again on each of your turns as a Magic action, targeting the same creature or a different one.

Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619214-vampiric-touch,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
4th,Aura of Life,Abjuration,1 Action,,(30 ft. ),V,,10 Minutes,,,,Healing (...),,"An aura radiates from you in a 30-foot Emanation for the duration. While in the aura, you and your allies have Resistance to Necrotic damage, and your Hit Point maximums can’t be reduced. If an ally with 0 Hit Points starts its turn in the aura, that ally regains 1 Hit Point.",https://www.dndbeyond.com/spells/2618884-aura-of-life,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
4th,Aura of Purity,Abjuration,1 Action,,(30 ft. ),V,,10 Minutes,,,,Buff (...),,"An aura radiates from you in a 30-foot Emanation for the duration. While in the aura, you and your allies have Resistance to Poison damage and Advantage on saving throws to avoid or end effects that include the Blinded , Charmed , Deafened , Frightened , Paralyzed , Poisoned , or Stunned condition.",https://www.dndbeyond.com/spells/2618888-aura-of-purity,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
4th,Banishment,Abjuration,1 Action,30 ft.,,"V, S, M",,1 Minute,,,CHA Save,Banishment (...),,"One creature that you can see within range must succeed on a Charisma saving throw or be transported to a harmless demiplane for the duration. While there, the target has the Incapacitated condition. When the spell ends, the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.

If the target is an Aberration, a Celestial, an Elemental, a Fey, or a Fiend, the target doesn’t return if the spell lasts for 1 minute. The target is instead transported to a random location on a plane (DM’s choice) associated with its creature type.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 4.",https://www.dndbeyond.com/spells/2618906-banishment,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
4th,Death Ward,Abjuration,1 Action,,,"V, S",,8 Hours,,,,Buff (...),,"You touch a creature and grant it a measure of protection from death. The first time the target would drop to 0 Hit Points before the spell ends, the target instead drops to 1 Hit Point, and the spell ends.

If the spell is still in effect when the target is subjected to an effect that would kill it instantly without dealing damage, that effect is negated against the target, and the spell ends.",https://www.dndbeyond.com/spells/2619085-death-ward,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
4th,Divination,Divination,1 Action,,,"V, S, M",,Instantaneous,,,,Foreknowledge,,"This spell puts you in contact with a god or a god’s servants. You ask one question about a specific goal, event, or activity to occur within 7 days. The DM offers a truthful reply, which might be a short phrase or cryptic rhyme. The spell doesn’t account for circumstances that might change the answer, such as the casting of other spells.

If you cast the spell more than once before finishing a Long Rest, there is a cumulative 25 percent chance for each casting after the first that you get no answer.",https://www.dndbeyond.com/spells/2619140-divination,Divination — Omens & Revelation,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
4th,Elemental Bane,Transmutation,1 Action,90 ft.,,"V, S",,1 Minute,,,CON Save,Acid (...),,"Choose one creature you can see within range, and choose one of the following damage types: acid, cold, fire, lightning, or thunder. The target must succeed on a Constitution saving throw or be affected by the spell for its duration. The first time each turn the affected target takes damage of the chosen type, the target takes an extra 2d6 damage of that type. Moreover, the target loses any resistance to that damage type until the spell ends.

At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, you can target one additional creature for each slot level above 4th. The creatures must be within 30 feet of each other when you target them.",https://www.dndbeyond.com/spells/2379-elemental-bane,Curses & Hexes,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
4th,Evard's Black Tentacles,Conjuration,1 Action,90 ft.,(20 ft. ),"V, S, M",,1 Minute,,,STR Save,Bludgeoning,,"Squirming, ebony tentacles fill a 20-foot square on ground that you can see within range. For the duration, these tentacles turn the ground in that area into Difficult Terrain .

Each creature in that area makes a Strength saving throw. On a failed save, it takes 3d6 Bludgeoning damage, and it has the Restrained condition until the spell ends. A creature also makes that save if it enters the area or ends it turn there. A creature makes that save only once per turn.

A Restrained creature can take an action to make a Strength ( Athletics ) check against your spell save DC, ending the condition on itself on a success.",https://www.dndbeyond.com/spells/2619187-evards-black-tentacles,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
4th,Find Greater Steed,Conjuration,10 Minutes,30 ft.,,"V, S",,Instantaneous,,,,Summoning,,"You summon a spirit that assumes the form of a loyal, majestic mount. Appearing in an unoccupied space within range, the spirit takes on a form you choose: a griffon , a pegasus , a peryton , a dire wolf , a rhinoceros , or a saber-toothed tiger . The creature has the statistics provided in the Monster Manual for the chosen form, though it is a celestial, a fey, or a fiend (your choice) instead of its normal creature type. Additionally, if it has an Intelligence score of 5 or lower, its Intelligence becomes 6, and it gains the ability to understand one language of your choice that you speak.

You control the mount in combat. While the mount is within 1 mile of you, you can communicate with it telepathically. While mounted on it, you can make any spell you cast that targets only you also target the mount.

The mount disappears temporarily when it drops to 0 hit points or when you dismiss it as an action. Casting this spell again re-summons the bonded mount, with all its hit points restored and any conditions removed.

You can’t have more than one mount bonded by this spell or find steed at the same time. As an action, you can release a mount from its bond, causing it to disappear permanently.

Whenever the mount disappears, it leaves behind any objects it was wearing or carrying.",https://www.dndbeyond.com/spells/14871-find-greater-steed,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
4th,Fire Shield,Evocation,1 Action,,,"V, S, M",,10 Minutes,,,,Fire (...),,"Wispy flames wreathe your body for the duration, shedding Bright Light in a 10-foot radius and Dim Light for an additional 10 feet.

The flames provide you with a warm shield or a chill shield, as you choose. The warm shield grants you Resistance to Cold damage, and the chill shield grants you Resistance to Fire damage.

In addition, whenever a creature within 5 feet of you hits you with a melee attack roll, the shield erupts with flame. The attacker takes 2d8 Fire damage from a warm shield or 2d8 Cold damage from a chill shield.",https://www.dndbeyond.com/spells/2618894-fire-shield,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
4th,Fount of Moonlight,Evocation,1 Action,,,"V, S",,10 Minutes,,,CON Save,Radiant,,"A cool light wreathes your body for the duration, emitting Bright Light in a 20-foot radius and Dim Light for an additional 20 feet.

Until the spell ends, you have Resistance to Radiant damage, and your melee attacks deal an extra 2d6 Radiant damage on a hit.

In addition, immediately after you take damage from a creature you can see within 60 feet of yourself, you can take a Reaction to force the creature to make a Constitution saving throw. On a failed save, the creature has the Blinded condition until the end of your next turn.",https://www.dndbeyond.com/spells/2618835-fount-of-moonlight,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
4th,Freedom of Movement,Abjuration,1 Action,,,"V, S, M",,1 Hour,,,,Buff (...),,"You touch a willing creature. For the duration, the target’s movement is unaffected by Difficult Terrain , and spells and other magical effects can neither reduce the target’s Speed nor cause the target to have the Paralyzed or Restrained conditions. The target also has a Swim Speed equal to its Speed.

In addition, the target can spend 5 feet of movement to automatically escape from nonmagical restraints, such as manacles or a creature imposing the Grappled condition on it.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 4.",https://www.dndbeyond.com/spells/2618921-freedom-of-movement,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
4th,Gate Seal,Abjuration,1 Minute,60 ft.,(30 ft. ),"V, S, M",,24 Hours,,,,Control (...),,,https://www.dndbeyond.com/spells/2119578-gate-seal,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
4th,Giant Insect,Conjuration,1 Action,60 ft.,,"V, S",,10 Minutes,,,,Summoning,,"You summon a giant centipede, spider, or wasp (chosen when you cast the spell). It manifests in an unoccupied space you can see within range and uses the Giant Insect stat block. The form you choose determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Large Beast, Unaligned

AC 11 + the spell’s level

HP 30 + 10 for each spell level above 4

Speed 40 ft., Climb 40 ft., Fly 40 ft. (Wasp only)

Senses Darkvision 60 ft., Passive Perception 12

Languages Understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Traits

Spider Climb. The insect can climb difficult surfaces, including along ceilings, without needing to make an ability check.

Actions

Multiattack. The insect makes a number of attacks equal to half this spell’s level (round down).

Poison Jab. Melee Attack Roll: Bonus equals your spell attack modifier, reach 10 ft. Hit: 1d6 + 3 plus the spell’s level Piercing damage plus 1d4 Poison damage.

Web Bolt (Spider Only). Ranged Attack Roll: Bonus equals your spell attack modifier, range 60 ft. Hit: 1d10 + 3 plus the spell’s level Bludgeoning damage, and the target’s Speed is reduced to 0 until the start of the insect’s next turn.

Bonus Actions

Venomous Spew (Centipede Only). Constitution Saving Throw: Your spell save DC, one creature the insect can see within 10 feet. Failure: The target has the Poisoned condition until the start of the insect’s next turn.",https://www.dndbeyond.com/spells/2618944-giant-insect,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
4th,Guardian of Faith,Conjuration,1 Action,30 ft.,,V,,8 Hours,,,DEX Save,Radiant,,"A Large spectral guardian appears and hovers for the duration in an unoccupied space that you can see within range. The guardian occupies that space and is invulnerable, and it appears in a form appropriate for your deity or pantheon.

Any enemy that moves to a space within 10 feet of the guardian for the first time on a turn or starts its turn there makes a Dexterity saving throw, taking 20 Radiant damage on a failed save or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage.",https://www.dndbeyond.com/spells/2619135-guardian-of-faith,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
4th,Leomund's Secret Chest,Conjuration,1 Action,,,"V, S, M",,Until Dispelled,,,,Utility,,"You hide a chest and all its contents on the Ethereal Plane. You must touch the chest and the miniature replica that serve as Material components for the spell. The chest can contain up to 12 cubic feet of nonliving material (3 feet by 2 feet by 2 feet).

While the chest remains on the Ethereal Plane, you can take a Magic action and touch the replica to recall the chest. It appears in an unoccupied space on the ground within 5 feet of you. You can send the chest back to the Ethereal Plane by taking a Magic action to touch the chest and the replica.

After 60 days, there is a cumulative 5 percent chance at the end of each day that the spell ends. The spell also ends if you cast this spell again or if the Tiny replica chest is destroyed. If the spell ends and the larger chest is on the Ethereal Plane, the chest remains there for you or someone else to find.",https://www.dndbeyond.com/spells/2619012-leomunds-secret-chest,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
