Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
2nd,Nystul's Magic Aura,Illusion,1 Action,,,"V, S, M",,24 Hours,,,,Deception,,"With a touch, you place an illusion on a willing creature or an object that isn’t being worn or carried. A creature gains the Mask effect below, and an object gains the False Aura effect below. The effect lasts for the duration. If you cast the spell on the same target every day for 30 days, the illusion lasts until dispelled.

Mask (Creature). Choose a creature type other than the target’s actual type. Spells and other magical effects treat the target as if it were a creature of the chosen type.

False Aura (Object). You change the way the target appears to spells and magical effects that detect magical auras, such as Detect Magic . You can make a nonmagical object appear magical, make a magic item appear nonmagical, or change the object’s aura so that it appears to belong to a school of magic you choose.",https://www.dndbeyond.com/spells/2619124-nystuls-magic-aura,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,Phantasmal Force,Illusion,1 Action,60 ft.,(10 ft. *),"V, S, M",,1 Minute,,,INT Save,Psychic,,"You attempt to craft an illusion in the mind of a creature you can see within range. The target makes an Intelligence saving throw. On a failed save, you create a phantasmal object, creature, or other phenomenon that is no larger than a 10-foot Cube and that is perceivable only to the target for the duration. The phantasm includes sound, temperature, and other stimuli.

The target can take a Study action to examine the phantasm with an Intelligence ( Investigation ) check against your spell save DC. If the check succeeds, the target realizes that the phantasm is an illusion, and the spell ends.

While affected by the spell, the target treats the phantasm as if it were real and rationalizes any illogical outcomes from interacting with it. For example, if the target steps through a phantasmal bridge and survives the fall, it believes the bridge exists and something else caused it to fall.

An affected target can even take damage from the illusion if the phantasm represents a dangerous creature or hazard. On each of your turns, such a phantasm can deal 2d8 Psychic damage to the target if it is in the phantasm’s area or within 5 feet of the phantasm. The target perceives the damage as a type appropriate to the illusion.",https://www.dndbeyond.com/spells/2618854-phantasmal-force,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,Rope Trick,Transmutation,1 Action,,,"V, S, M",,1 Hour,,,,Utility,,"You touch a rope. One end of it hovers upward until the rope hangs perpendicular to the ground or the rope reaches a ceiling. At the rope’s upper end, an Invisible 3-foot-by-5-foot portal opens to an extradimensional space that lasts until the spell ends. That space can be reached by climbing the rope, which can be pulled into or dropped out of it.

The space can hold up to eight Medium or smaller creatures. Attacks, spells, and other effects can’t pass into or out of the space, but creatures inside it can see through the portal. Anything inside the space drops out when the spell ends.",https://www.dndbeyond.com/spells/2618962-rope-trick,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,See Invisibility,Divination,1 Action,,,"V, S, M",,1 Hour,,,,Detection,,"For the duration, you see creatures and objects that have the Invisible condition as if they were visible, and you can see into the Ethereal Plane. Creatures and objects there appear ghostly.",https://www.dndbeyond.com/spells/2619011-see-invisibility,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,Shadow Blade,Illusion,1 Bonus Action,,,"V, S",,1 Minute,,,,Psychic,,"You weave together threads of shadow to create a sword of solidified gloom in your hand. This magic sword lasts until the spell ends. It counts as a simple melee weapon with which you are proficient. It deals 2d8 psychic damage on a hit and has the finesse , light , and thrown properties (range 20/60). In addition, when you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage.

If you drop the weapon or throw it, it dissipates at the end of the turn. Thereafter, while the spell persists, you can use a bonus action to cause the sword to reappear in your hand.

At Higher Levels. When you cast this spell using a 3rd- or 4th-level spell slot, the damage increases to 3d8. When you cast it using a 5th- or 6th-level spell slot, the damage increases to 4d8. When you cast it using a spell slot of 7th level or higher, the damage increases to 5d8.",https://www.dndbeyond.com/spells/14595-shadow-blade,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
2nd,Shatter,Evocation,1 Action,60 ft.,(10 ft. ),"V, S, M",,Instantaneous,,,CON Save,Thunder,,"A loud noise erupts from a point of your choice within range. Each creature in a 10-foot-radius Sphere centered there makes a Constitution saving throw, taking 3d8 Thunder damage on a failed save or half as much damage on a successful one. A Construct has Disadvantage on the save.

A nonmagical object that isn’t being worn or carried also takes the damage if it’s in the spell’s area.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 2.",https://www.dndbeyond.com/spells/2619017-shatter,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,Shining Smite,Transmutation,1 Bonus Action *,,,V,,1 Minute,,,,Radiant,,"The target hit by the strike takes an extra 2d6 Radiant damage from the attack. Until the spell ends, the target sheds Bright Light in a 5-foot radius, attack rolls against it have Advantage, and it can’t benefit from the Invisible condition.

Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2.",https://www.dndbeyond.com/spells/2618838-shining-smite,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,Silence,Illusion,1 Action,120 ft.,(20 ft. ),"V, S",,10 Minutes,,,,Control,,"For the duration, no sound can be created within or pass through a 20-foot-radius Sphere centered on a point you choose within range. Any creature or object entirely inside the Sphere has Immunity to Thunder damage, and creatures have the Deafened condition while entirely inside it. Casting a spell that includes a Verbal component is impossible there.",https://www.dndbeyond.com/spells/2619061-silence,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,Skywrite,Transmutation,1 Action,,,"V, S",,1 Hour,,,,Communication (...),,You cause up to ten words to form in a part of the sky you can see. The words appear to be made of cloud and remain in place for the spell’s duration. The words dissipate when the spell ends. A strong wind can disperse the clouds and end the spell early.,https://www.dndbeyond.com/spells/2398-skywrite,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
2nd,Spider Climb,Transmutation,1 Action,,,"V, S, M",,1 Hour,,,,Buff (...),,"Until the spell ends, one willing creature you touch gains the ability to move up, down, and across vertical surfaces and along ceilings, while leaving its hands free. The target also gains a Climb Speed equal to its Speed.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2.",https://www.dndbeyond.com/spells/2619071-spider-climb,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
2nd,Spiritual Weapon,Evocation,1 Bonus Action,60 ft.,,"V, S",,1 Minute,,,Melee,Force,,"You create a floating, spectral force that resembles a weapon of your choice and lasts for the duration. The force appears within range in a space of your choice, and you can immediately make one melee spell attack against one creature within 5 feet of the force. On a hit, the target takes Force damage equal to 1d8 plus your spellcasting ability modifier.

As a Bonus Action on your later turns, you can move the force up to 20 feet and repeat the attack against a creature within 5 feet of it.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for every slot level above 2.",https://www.dndbeyond.com/spells/2619081-spiritual-weapon,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
2nd,Summon Beast,Conjuration,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth a bestial spirit. It manifests in an unoccupied space that you can see within range and uses the Bestial Spirit stat block. When you cast the spell, choose an environment: Air, Land, or Water. The creature resembles an animal of your choice that is native to the chosen environment, which determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Small Beast, Neutral

AC 11 + the spell’s level

HP 20 (Air only) or 30 (Land and Water only) + 5 for each spell level above 2

Speed 30 ft.; Climb 30 ft. (Land only); Fly 60 ft. (Air only); Swim 30 ft. (Water only)

Senses Darkvision 60 ft.; Passive Perception 12

Languages Understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Traits

Flyby (Air Only). The spirit doesn’t provoke Opportunity Attacks when it flies out of an enemy’s reach.

Pack Tactics (Land and Water Only). The spirit has Advantage on an attack roll against a creature if at least one of the spirit’s allies is within 5 feet of the creature and the ally doesn’t have the Incapacitated condition.

Water Breathing (Water Only). The spirit can breathe only underwater.

Actions

Multiattack. The spirit makes a number of Rend attacks equal to half this spell’s level (round down).

Rend. Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d8 + 4 + the spell’s level Piercing damage.",https://www.dndbeyond.com/spells/2619106-summon-beast,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
2nd,Vortex Warp,Conjuration,1 Action,90 ft.,,"V, S",,Instantaneous,,,CON Save,Teleportation,,,https://www.dndbeyond.com/spells/1239805-vortex-warp,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
2nd,Warp Sense,Divination,1 Action,,,"V, S, M",,1 Minute,,,,Detection (...),,,https://www.dndbeyond.com/spells/2119579-warp-sense,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Blink,Transmutation,1 Action,,,"V, S",,1 Minute,,,,Utility,,"Roll 1d6 at the end of each of your turns for the duration. On a roll of 4–6, you vanish from your current plane of existence and appear in the Ethereal Plane (the spell ends instantly if you are already on that plane). While on the Ethereal Plane, you can perceive the plane you left, which is cast in shades of gray, but you can’t see anything there more than 60 feet away. You can affect and be affected only by other creatures on the Ethereal Plane, and creatures on the other plane can’t perceive you unless they have a special ability that lets them perceive things on the Ethereal Plane.

You return to the other plane at the start of your next turn and when the spell ends if you are on the Ethereal Plane. You return to an unoccupied space of your choice that you can see within 10 feet of the space you left. If no unoccupied space is available within that range, you appear in the nearest unoccupied space.",https://www.dndbeyond.com/spells/2618939-blink,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Clairvoyance,Divination,10 Minutes,1 mile,,"V, S, M",,10 Minutes,,,,Detection (...),,"You create an Invisible sensor within range in a location familiar to you (a place you have visited or seen before) or in an obvious location that is unfamiliar to you (such as behind a door, around a corner, or in a grove of trees). The intangible, invulnerable sensor remains in place for the duration.

When you cast the spell, choose seeing or hearing. You can use the chosen sense through the sensor as if you were in its space. As a Bonus Action, you can switch between seeing and hearing.

A creature that sees the sensor (such as a creature benefiting from See Invisibility or Truesight ) sees a luminous orb about the size of your fist.",https://www.dndbeyond.com/spells/2618972-clairvoyance,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Conjure Barrage,Conjuration,1 Action,,(60 ft. ),"V, S, M",,Instantaneous,,,DEX Save,Force,,"You brandish the weapon used to cast the spell and conjure similar spectral weapons (or ammunition appropriate to the weapon) that launch forward and then disappear. Each creature of your choice that you can see in a 60-foot Cone makes a Dexterity saving throw, taking 5d8 Force damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619045-conjure-barrage,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
3rd,Counterspell,Abjuration,1 Reaction *,60 ft.,,S,,Instantaneous,,,CON Save,Negation,,"You attempt to interrupt a creature in the process of casting a spell. The creature makes a Constitution saving throw. On a failed save, the spell dissipates with no effect, and the action, Bonus Action, or Reaction used to cast it is wasted. If that spell was cast with a spell slot, the slot isn’t expended.",https://www.dndbeyond.com/spells/2619072-counterspell,Anti-Magic / Nullification,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Daylight,Evocation,1 Action,60 ft.,(60 ft. ),"V, S",,1 Hour,,,,Control,,"For the duration, sunlight spreads from a point within range and fills a 60-foot-radius Sphere . The sunlight’s area is Bright Light and sheds Dim Light for an additional 60 feet.

Alternatively, you cast the spell on an object that isn’t being worn or carried, causing the sunlight to fill a 60-foot Emanation originating from that object. Covering that object with something opaque, such as a bowl or helm, blocks the sunlight.

If any of this spell’s area overlaps with an area of Darkness created by a spell of level 3 or lower, that other spell is dispelled.",https://www.dndbeyond.com/spells/2619083-daylight,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Dispel Magic,Abjuration,1 Action,120 ft.,,"V, S",,Instantaneous,,,,Control,,"Choose one creature, object, or magical effect within range. Any ongoing spell of level 3 or lower on the target ends. For each ongoing spell of level 4 or higher on the target, make an ability check using your spellcasting ability (DC 10 plus that spell’s level). On a successful check, the spell ends.

Using a Higher-Level Spell Slot. You automatically end a spell on the target if the spell’s level is equal to or less than the level of the spell slot you use.",https://www.dndbeyond.com/spells/2619103-dispel-magic,Anti-Magic / Nullification,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Fear,Illusion,1 Action,,(30 ft. ),"V, S, M",,1 Minute,,,WIS Save,Frightened,,"Each creature in a 30-foot Cone must succeed on a Wisdom saving throw or drop whatever it is holding and have the Frightened condition for the duration.

A Frightened creature takes the Dash action and moves away from you by the safest route on each of its turns unless there is nowhere to move. If the creature ends its turn in a space where it doesn’t have line of sight to you, the creature makes a Wisdom saving throw. On a successful save, the spell ends on that creature.",https://www.dndbeyond.com/spells/2618872-fear,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Fly,Transmutation,1 Action,,,"V, S, M",,10 Minutes,,,,Movement,,"You touch a willing creature. For the duration, the target gains a Fly Speed of 60 feet and can hover. When the spell ends, the target falls if it is still aloft unless it can stop the fall.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618909-fly,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Haste,Transmutation,1 Action,30 ft.,,"V, S, M",,1 Minute,,,,Buff,,"Choose a willing creature that you can see within range. Until the spell ends, the target’s Speed is doubled, it gains a +2 bonus to Armor Class, it has Advantage on Dexterity saving throws, and it gains an additional action on each of its turns. That action can be used to take only the Attack (one attack only), Dash , Disengage , Hide , or Utilize action.

When the spell ends, the target is Incapacitated and has a Speed of 0 until the end of its next turn, as a wave of lethargy washes over it.",https://www.dndbeyond.com/spells/2619141-haste,Time Manipulation,Exclusive,Hard Ban,Hard Ban,Hard Ban,Secondary
3rd,Hypnotic Pattern,Illusion,1 Action,120 ft.,(30 ft. ),"S, M",,1 Minute,,,WIS Save,Charmed (...),,"You create a twisting pattern of colors in a 30-foot Cube within range. The pattern appears for a moment and vanishes. Each creature in the area who can see the pattern must succeed on a Wisdom saving throw or have the Charmed condition for the duration. While Charmed, the creature has the Incapacitated condition and a Speed of 0.

The spell ends for an affected creature if it takes any damage or if someone else uses an action to shake the creature out of its stupor.",https://www.dndbeyond.com/spells/2619168-hypnotic-pattern,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Major Image,Illusion,1 Action,120 ft.,(20 ft. *),"V, S, M",,10 Minutes,,,,Control,,"You create the image of an object, a creature, or some other visible phenomenon that is no larger than a 20-foot Cube . The image appears at a spot that you can see within range and lasts for the duration. It seems real, including sounds, smells, and temperature appropriate to the thing depicted, but it can’t deal damage or cause conditions.

If you are within range of the illusion, you can take a Magic action to cause the image to move to any other spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking. Similarly, you can cause the illusion to make different sounds at different times, even making it carry on a conversation, for example.

Physical interaction with the image reveals it to be an illusion, for things can pass through it. A creature that takes a Study action to examine the image can determine that it is an illusion with a successful Intelligence ( Investigation ) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and its other sensory qualities become faint to the creature.

Using a Higher-Level Spell Slot. The spell lasts until dispelled, without requiring Concentration , if cast with a level 4+ spell slot.",https://www.dndbeyond.com/spells/2619025-major-image,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Meld into Stone,Transmutation,1 Action,,,"V, S",,8 Hours,,,,Movement,,"You step into a stone object or surface large enough to fully contain your body, merging yourself and your equipment with the stone for the duration. You must touch the stone to do so. Nothing of your presence remains visible or otherwise detectable by nonmagical senses.

While merged with the stone, you can’t see what occurs outside it, and any Wisdom ( Perception ) checks you make to hear sounds outside it are made with Disadvantage. You remain aware of the passage of time and can cast spells on yourself while merged in the stone. You can use 5 feet of movement to leave the stone where you entered it, which ends the spell. You otherwise can’t move.

Minor physical damage to the stone doesn’t harm you, but its partial destruction or a change in its shape (to the extent that you no longer fit within it) expels you and deals 6d6 Force damage to you. The stone’s complete destruction (or transmutation into a different substance) expels you and deals 50 Force damage to you. If expelled, you move into an unoccupied space closest to where you first entered and have the Prone condition.",https://www.dndbeyond.com/spells/2619031-meld-into-stone,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
3rd,Phantom Steed,Illusion,1 Minute,30 ft.,,"V, S",,1 Hour,,,,Movement,,"A Large, quasi-real, horselike creature appears on the ground in an unoccupied space of your choice within range. You decide the creature’s appearance, and it is equipped with a saddle, bit, and bridle. Any of the equipment created by the spell vanishes in a puff of smoke if it is carried more than 10 feet away from the steed.

For the duration, you or a creature you choose can ride the steed. The steed uses the Riding Horse stat block, except it has a Speed of 100 feet and can travel 13 miles in an hour. When the spell ends, the steed gradually fades, giving the rider 1 minute to dismount. The spell ends early if the steed takes any damage.",https://www.dndbeyond.com/spells/2618859-phantom-steed,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Thunder Step,Conjuration,1 Action,90 ft.,,V,,Instantaneous,,,CON Save,Thunder,,"You teleport yourself to an unoccupied space you can see within range. Immediately after you disappear, a thunderous boom sounds, and each creature within 10 feet of the space you left must make a Constitution saving throw, taking 3d10 thunder damage on a failed save, or half as much damage on a successful one. The thunder can be heard from up to 300 feet away.

You can bring along objects as long as their weight doesn’t exceed what you can carry. You can also teleport one willing creature of your size or smaller who is carrying gear up to its carrying capacity. The creature must be within 5 feet of you when you cast this spell, and there must be an unoccupied space within 5 feet of your destination space for the creature to appear in; otherwise, the creature is left behind.

At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d10 for each slot level above 3rd.",https://www.dndbeyond.com/spells/14613-thunder-step,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Tiny Servant,Transmutation,1 Minute,,,"V, S",,8 Hours,,,,Utility,,"You touch one Tiny, nonmagical object that isn’t attached to another object or a surface and isn’t being carried by another creature. The target animates and sprouts little arms and legs, becoming a creature under your control until the spell ends or the creature drops to 0 hit points. See Tiny Servant for its statistics.

As a bonus action, you can mentally command the creature if it is within 120 feet of you. (If you control multiple creatures with this spell, you can command any or all of them at the same time, issuing the same command to each one.) You decide what action the creature will take and where it will move during its next turn, or you can issue a simple, general command, such as to fetch a key, stand watch, or stack some books. If you issue no commands, the servant does nothing other than defend itself against hostile creatures. Once given an order, the servant continues to follow that order until its task is complete.

When the creature drops to 0 hit points, it reverts to its original form, and any remaining damage carries over to that form.

At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, you can animate two additional objects for each slot level above 3rd.",https://www.dndbeyond.com/spells/14614-tiny-servant,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
3rd,Water Breathing,Transmutation,1 Action,30 ft.,,"V, S, M",,24 Hours,,,,Buff,,This spell grants up to ten willing creatures of your choice within range the ability to breathe underwater until the spell ends. Affected creatures also retain their normal mode of respiration.,https://www.dndbeyond.com/spells/2619205-water-breathing,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
3rd,Water Walk,Transmutation,1 Action,30 ft.,,"V, S, M",,1 Hour,,,,Movement,,"This spell grants the ability to move across any liquid surface—such as water, acid, mud, snow, quicksand, or lava—as if it were harmless solid ground (creatures crossing molten lava can still take damage from the heat). Up to ten willing creatures of your choice within range gain this ability for the duration.

An affected target must take a Bonus Action to pass from the liquid’s surface into the liquid itself and vice versa, but if the target falls into the liquid, the target passes through the surface into the liquid below.",https://www.dndbeyond.com/spells/2619207-water-walk,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
4th,Arcane Eye,Divination,1 Action,30 ft.,,"V, S, M",,1 Hour,,,,Detection,,"You create an Invisible , invulnerable eye within range that hovers for the duration. You mentally receive visual information from the eye, which can see in every direction. It also has Darkvision with a range of 30 feet.

As a Bonus Action, you can move the eye up to 30 feet in any direction. A solid barrier blocks the eye’s movement, but the eye can pass through an opening as small as 1 inch in diameter.",https://www.dndbeyond.com/spells/2618863-arcane-eye,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
4th,Dimension Door,Conjuration,1 Action,500 ft.,,V,,Instantaneous,,,,Teleportation,,"You teleport to a location within range. You arrive at exactly the spot desired. It can be a place you can see, one you can visualize, or one you can describe by stating distance and direction, such as “200 feet straight downward” or “300 feet upward to the northwest at a 45-degree angle.”

You can also teleport one willing creature. The creature must be within 5 feet of you when you teleport, and it teleports to a space within 5 feet of your destination space.

If you, the other creature, or both would arrive in a space occupied by a creature or completely filled by one or more objects, you and any creature traveling with you each take 4d6 Force damage, and the teleportation fails.",https://www.dndbeyond.com/spells/2619100-dimension-door,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
4th,Fabricate,Transmutation,10 Minutes,120 ft.,( ),"V, S",,Instantaneous,,,,Creation,,"You convert raw materials into products of the same material. For example, you can fabricate a wooden bridge from a clump of trees, a rope from a patch of hemp, or clothes from flax or wool.

Choose raw materials that you can see within range. You can fabricate a Large or smaller object (contained within a 10-foot Cube or eight connected 5-foot Cubes) given a sufficient quantity of material. If you’re working with metal, stone, or another mineral substance, however, the fabricated object can be no larger than Medium (contained within a 5-foot Cube). The quality of any fabricated objects is based on the quality of the raw materials.

Creatures and magic items can’t be created by this spell. You also can’t use it to create items that require a high degree of skill—such as weapons and armor—unless you have proficiency with the type of Artisan’s Tools used to craft such objects.",https://www.dndbeyond.com/spells/2618848-fabricate,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
4th,Greater Invisibility,Illusion,1 Action,,,"V, S",,1 Minute,,,,Invisible,,A creature you touch has the Invisible condition until the spell ends.,https://www.dndbeyond.com/spells/2618958-greater-invisibility,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
4th,Hallucinatory Terrain,Illusion,10 Minutes,300 ft.,(150 ft. ),"V, S, M",,24 Hours,,,,Control,,"You make natural terrain in a 150-foot Cube in range look, sound, and smell like another sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren’t changed.

The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to notice the illusion. If the difference isn’t obvious by touch, a creature examining the illusion can take the Study action to make an Intelligence ( Investigation ) check against your spell save DC to disbelieve it. If a creature discerns that the terrain is illusory, the creature sees a vague image superimposed on the real terrain.",https://www.dndbeyond.com/spells/2619139-hallucinatory-terrain,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
4th,Locate Creature,Divination,1 Action,,,"V, S, M",,1 Hour,,,,Detection,,"Describe or name a creature that is familiar to you. You sense the direction to the creature’s location if that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement.

The spell can locate a specific creature known to you or the nearest creature of a specific kind (such as a human or a unicorn) if you have seen such a creature up close—within 30 feet—at least once. If the creature you described or named is in a different form, such as under the effects of a Flesh to Stone or Polymorph spell, this spell doesn’t locate the creature.

This spell can’t locate a creature if any thickness of lead blocks a direct path between you and the creature.",https://www.dndbeyond.com/spells/2619001-locate-creature,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
4th,Mordenkainen's Private Sanctum,Abjuration,10 Minutes,120 ft.,( *),"V, S, M",,24 Hours,,,,Control (...),,"You make an area within range magically secure. The area is a Cube that can be as small as 5 feet to as large as 100 feet on each side. The spell lasts for the duration.

When you cast the spell, you decide what sort of security the spell provides, choosing any of the following properties:

Sound can’t pass through the barrier at the edge of the warded area.

The barrier of the warded area appears dark and foggy, preventing vision (including Darkvision ) through it.

Sensors created by Divination spells can’t appear inside the protected area or pass through the barrier at its perimeter.

Creatures in the area can’t be targeted by Divination spells.

Nothing can teleport into or out of the warded area.

Planar travel is blocked within the warded area.

Casting this spell on the same spot every day for 365 days makes the spell last until dispelled.

Using a Higher-Level Spell Slot. You can increase the size of the Cube by 100 feet for each spell slot level above 4.",https://www.dndbeyond.com/spells/2619114-mordenkainens-private-sanctum,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
4th,Phantasmal Killer,Illusion,1 Action,120 ft.,,"V, S",,1 Minute,,,WIS Save,Psychic,,"You tap into the nightmares of a creature you can see within range and create an illusion of its deepest fears, visible only to that creature. The target makes a Wisdom saving throw. On a failed save, the target takes 4d10 Psychic damage and has Disadvantage on ability checks and attack rolls for the duration. On a successful save, the target takes half as much damage, and the spell ends.

For the duration, the target makes a Wisdom saving throw at the end of each of its turns. On a failed save, it takes the Psychic damage again. On a successful save, the spell ends.

Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 4.",https://www.dndbeyond.com/spells/2618857-phantasmal-killer,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
4th,Polymorph,Transmutation,1 Action,60 ft.,,"V, S, M",,1 Hour,,,WIS Save,Control (...),,"You attempt to transform a creature that you can see within range into a Beast. The target must succeed on a Wisdom saving throw or shape-shift into Beast form for the duration. That form can be any Beast you choose that has a Challenge Rating equal to or less than the target’s (or the target’s level if it doesn’t have a Challenge Rating). The target’s game statistics are replaced by the stat block of the chosen Beast, but the target retains its alignment, personality, creature type, Hit Points, and Hit Point Dice.

The target gains a number of Temporary Hit Points equal to the Hit Points of the Beast form. These Temporary Hit Points vanish if any remain when the spell ends. The spell ends early on the target if it has no Temporary Hit Points left.

The target is limited in the actions it can perform by the anatomy of its new form, and it can’t speak or cast spells.

The target’s gear melds into the new form. The creature can’t use or otherwise benefit from any of that equipment.",https://www.dndbeyond.com/spells/2618876-polymorph,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
4th,Stoneskin,Transmutation,1 Action,,,"V, S, M",,1 Hour,,,,Buff,,"Until the spell ends, one willing creature you touch has Resistance to Bludgeoning, Piercing, and Slashing damage.",https://www.dndbeyond.com/spells/2619095-stoneskin,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
