Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
3rd,Clairvoyance,Divination,10 Minutes,1 mile,,"V, S, M",,10 Minutes,,,,Detection (...),,"You create an Invisible sensor within range in a location familiar to you (a place you have visited or seen before) or in an obvious location that is unfamiliar to you (such as behind a door, around a corner, or in a grove of trees). The intangible, invulnerable sensor remains in place for the duration.

When you cast the spell, choose seeing or hearing. You can use the chosen sense through the sensor as if you were in its space. As a Bonus Action, you can switch between seeing and hearing.

A creature that sees the sensor (such as a creature benefiting from See Invisibility or Truesight ) sees a luminous orb about the size of your fist.",https://www.dndbeyond.com/spells/2618972-clairvoyance,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Conjure Animals,Conjuration,1 Action,60 ft.,,"V, S",,10 Minutes,,,DEX Save,Slashing,,"You conjure nature spirits that appear as a Large pack of spectral, intangible animals in an unoccupied space you can see within range. The pack lasts for the duration, and you choose the spirits’ animal form, such as wolves, serpents, or birds.

You have Advantage on Strength saving throws while you’re within 5 feet of the pack, and when you move on your turn, you can also move the pack up to 30 feet to an unoccupied space you can see.

Whenever the pack moves within 10 feet of a creature you can see and whenever a creature you can see enters a space within 10 feet of the pack or ends its turn there, you can force that creature to make a Dexterity saving throw. On a failed save, the creature takes 3d10 Slashing damage. A creature makes this save only once per turn.

Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619044-conjure-animals,Summoning — Natural,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
3rd,Create Food and Water,Conjuration,1 Action,30 ft.,,"V, S",,Instantaneous,,,,Creation,,"You create 45 pounds of food and 30 gallons of fresh water on the ground or in containers within range—both useful in fending off the hazards of malnutrition and dehydration . The food is bland but nourishing and looks like a food of your choice, and the water is clean. The food spoils after 24 hours if uneaten.",https://www.dndbeyond.com/spells/2619073-create-food-and-water,Resource Creation & Sustenance,Hard Ban,Hard Ban,Primary,Hard Ban,Hard Ban
3rd,Erupting Earth,Transmutation,1 Action,120 ft.,(20 ft. ),"V, S, M",,Instantaneous,,,DEX Save,Bludgeoning,,"Choose a point you can see on the ground within range. A fountain of churned earth and stone erupts in a 20-foot cube centered on that point. Each creature in that area must make a Dexterity saving throw. A creature takes 3d12 bludgeoning damage on a failed save, or half as much damage on a successful one. Additionally, the ground in that area becomes difficult terrain until cleared. Each 5-foot-square portion of the area requires at least 1 minute to clear by hand.

At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d12 for each slot level above 3rd.",https://www.dndbeyond.com/spells/2380-erupting-earth,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
3rd,Fly,Transmutation,1 Action,,,"V, S, M",,10 Minutes,,,,Movement,,"You touch a willing creature. For the duration, the target gains a Fly Speed of 60 feet and can hover. When the spell ends, the target falls if it is still aloft unless it can stop the fall.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618909-fly,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Meld into Stone,Transmutation,1 Action,,,"V, S",,8 Hours,,,,Movement,,"You step into a stone object or surface large enough to fully contain your body, merging yourself and your equipment with the stone for the duration. You must touch the stone to do so. Nothing of your presence remains visible or otherwise detectable by nonmagical senses.

While merged with the stone, you can’t see what occurs outside it, and any Wisdom ( Perception ) checks you make to hear sounds outside it are made with Disadvantage. You remain aware of the passage of time and can cast spells on yourself while merged in the stone. You can use 5 feet of movement to leave the stone where you entered it, which ends the spell. You otherwise can’t move.

Minor physical damage to the stone doesn’t harm you, but its partial destruction or a change in its shape (to the extent that you no longer fit within it) expels you and deals 6d6 Force damage to you. The stone’s complete destruction (or transmutation into a different substance) expels you and deals 50 Force damage to you. If expelled, you move into an unoccupied space closest to where you first entered and have the Prone condition.",https://www.dndbeyond.com/spells/2619031-meld-into-stone,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
3rd,Phantom Steed,Illusion,1 Minute,30 ft.,,"V, S",,1 Hour,,,,Movement,,"A Large, quasi-real, horselike creature appears on the ground in an unoccupied space of your choice within range. You decide the creature’s appearance, and it is equipped with a saddle, bit, and bridle. Any of the equipment created by the spell vanishes in a puff of smoke if it is carried more than 10 feet away from the steed.

For the duration, you or a creature you choose can ride the steed. The steed uses the Riding Horse stat block, except it has a Speed of 100 feet and can travel 13 miles in an hour. When the spell ends, the steed gradually fades, giving the rider 1 minute to dismount. The spell ends early if the steed takes any damage.",https://www.dndbeyond.com/spells/2618859-phantom-steed,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Plant Growth,Transmutation,Special *,150 ft.,(100 ft. ),"V, S",,Instantaneous,,,,Control,,"This spell channels vitality into plants. The casting time you use determines whether the spell has the Overgrowth or the Enrichment effect below.

Overgrowth. Choose a point within range. All normal plants in a 100-foot-radius Sphere centered on that point become thick and overgrown. A creature moving through that area must spend 4 feet of movement for every 1 foot it moves. You can exclude one or more areas of any size within the spell’s area from being affected.

Enrichment. All plants in a half-mile radius centered on a point within range become enriched for 365 days. The plants yield twice the normal amount of food when harvested. They can benefit from only one Plant Growth per year.",https://www.dndbeyond.com/spells/2618869-plant-growth,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
3rd,Sleet Storm,Conjuration,1 Action,150 ft.,(40 ft. *),"V, S, M",,1 Minute,,,DEX Save,Prone,,"Until the spell ends, sleet falls in a 40-foot-tall, 20-foot-radius Cylinder centered on a point you choose within range. The area is Heavily Obscured , and exposed flames in the area are doused.

Ground in the Cylinder is Difficult Terrain . When a creature enters the Cylinder for the first time on a turn or starts its turn there, it must succeed on a Dexterity saving throw or have the Prone condition and lose Concentration .",https://www.dndbeyond.com/spells/2618998-sleet-storm,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
3rd,Speak with Plants,Transmutation,1 Action,,,"V, S",,10 Minutes,,,,Communication (...),,"You imbue plants in an immobile 30-foot Emanation with limited sentience and animation, giving them the ability to communicate with you and follow your simple commands. You can question plants about events in the spell’s area within the past day, gaining information about creatures that have passed, weather, and other circumstances.

You can also turn Difficult Terrain caused by plant growth (such as thickets and undergrowth) into ordinary terrain that lasts for the duration. Or you can turn ordinary terrain where plants are present into Difficult Terrain that lasts for the duration.

The spell doesn’t enable plants to uproot themselves and move about, but they can move their branches, tendrils, and stalks for you.

If a Plant creature is in the area, you can communicate with it as if you shared a common language.",https://www.dndbeyond.com/spells/2619069-speak-with-plants,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
3rd,Summon Fey,Conjuration,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,,https://www.dndbeyond.com/spells/2619115-summon-fey,Summoning — Natural,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
3rd,Wall of Sand,Evocation,1 Action,90 ft.,,"V, S, M",,10 Minutes,,,,Blinded,,"You conjure up a wall of swirling sand on the ground at a point you can see within range. You can make the wall up to 30 feet long, 10 feet high, and 10 feet thick, and it vanishes when the spell ends. It blocks line of sight but not movement. A creature is blinded while in the wall’s space and must spend 3 feet of movement for every 1 foot it moves there.",https://www.dndbeyond.com/spells/2405-wall-of-sand,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
3rd,Wall of Water,Evocation,1 Action,60 ft.,,"V, S, M",,10 Minutes,,,,Control (...),,"You create a wall of water on the ground at a point you can see within range. You can make the wall up to 30 feet long, 10 feet high, and 1 foot thick, or you can make a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. The wall vanishes when the spell ends. The wall’s space is difficult terrain.

Any ranged weapon attack that enters the wall’s space has disadvantage on the attack roll, and fire damage is halved if the fire effect passes through the wall to reach its target. Spells that deal cold damage that pass through the wall cause the area of the wall they pass through to freeze solid (at least a 5-foot-square section is frozen). Each 5-foot-square frozen section has AC 5 and 15 hit points. Reducing a frozen section to 0 hit points destroys it. When a section is destroyed, the wall’s water doesn’t fill it.",https://www.dndbeyond.com/spells/2406-wall-of-water,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
3rd,Water Breathing,Transmutation,1 Action,30 ft.,,"V, S, M",,24 Hours,,,,Buff,,This spell grants up to ten willing creatures of your choice within range the ability to breathe underwater until the spell ends. Affected creatures also retain their normal mode of respiration.,https://www.dndbeyond.com/spells/2619205-water-breathing,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
3rd,Water Walk,Transmutation,1 Action,30 ft.,,"V, S, M",,1 Hour,,,,Movement,,"This spell grants the ability to move across any liquid surface—such as water, acid, mud, snow, quicksand, or lava—as if it were harmless solid ground (creatures crossing molten lava can still take damage from the heat). Up to ten willing creatures of your choice within range gain this ability for the duration.

An affected target must take a Bonus Action to pass from the liquid’s surface into the liquid itself and vice versa, but if the target falls into the liquid, the target passes through the surface into the liquid below.",https://www.dndbeyond.com/spells/2619207-water-walk,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
3rd,Wind Wall,Evocation,1 Action,120 ft.,,"V, S, M",,1 Minute,,,STR Save,Bludgeoning,,"A wall of strong wind rises from the ground at a point you choose within range. You can make the wall up to 50 feet long, 15 feet high, and 1 foot thick. You can shape the wall in any way you choose so long as it makes one continuous path along the ground. The wall lasts for the duration.

When the wall appears, each creature in its area makes a Strength saving throw, taking 4d8 Bludgeoning damage on a failed save or half as much damage on a successful one.

The strong wind keeps fog, smoke, and other gases at bay. Small or smaller flying creatures or objects can’t pass through the wall. Loose, lightweight materials brought into the wall fly upward. Arrows, bolts, and other ordinary projectiles launched at targets behind the wall are deflected upward and miss automatically. Boulders hurled by Giants or siege engines, and similar projectiles, are unaffected. Creatures in gaseous form can’t pass through it.",https://www.dndbeyond.com/spells/2619212-wind-wall,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
4th,Arcane Eye,Divination,1 Action,30 ft.,,"V, S, M",,1 Hour,,,,Detection,,"You create an Invisible , invulnerable eye within range that hovers for the duration. You mentally receive visual information from the eye, which can see in every direction. It also has Darkvision with a range of 30 feet.

As a Bonus Action, you can move the eye up to 30 feet in any direction. A solid barrier blocks the eye’s movement, but the eye can pass through an opening as small as 1 inch in diameter.",https://www.dndbeyond.com/spells/2618863-arcane-eye,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
4th,Conjure Woodland Beings,Conjuration,1 Action,,(10 ft. *),"V, S",,10 Minutes,,,WIS Save,Force,,"You conjure nature spirits that flit around you in a 10-foot Emanation for the duration. Whenever the Emanation enters the space of a creature you can see and whenever a creature you can see enters the Emanation or ends its turn there, you can force that creature to make a Wisdom saving throw. The creature takes 5d8 Force damage on a failed save or half as much damage on a successful one. A creature makes this save only once per turn.

In addition, you can take the Disengage action as a Bonus Action for the spell’s duration.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 4.",https://www.dndbeyond.com/spells/2619051-conjure-woodland-beings,Summoning — Natural,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
4th,Control Water,Transmutation,1 Action,300 ft.,,"V, S, M",,10 Minutes,,,STR Save,Bludgeoning,,"Until the spell ends, you control any water inside an area you choose that is a Cube up to 100 feet on a side, using one of the following effects. As a Magic action on your later turns, you can repeat the same effect or choose a different one.

Flood. You cause the water level of all standing water in the area to rise by as much as 20 feet. If you choose an area in a large body of water, you instead create a 20-foot tall wave that travels from one side of the area to the other and then crashes. Any Huge or smaller vehicles in the wave’s path are carried with it to the other side. Any Huge or smaller vehicles struck by the wave have a 25 percent chance of capsizing.

The water level remains elevated until the spell ends or you choose a different effect. If this effect produced a wave, the wave repeats on the start of your next turn while the flood effect lasts.

Part Water. You part water in the area and create a trench. The trench extends across the spell’s area, and the separated water forms a wall to either side. The trench remains until the spell ends or you choose a different effect. The water then slowly fills in the trench over the course of the next round until the normal water level is restored.

Redirect Flow. You cause flowing water in the area to move in a direction you choose, even if the water has to flow over obstacles, up walls, or in other unlikely directions. The water in the area moves as you direct it, but once it moves beyond the spell’s area, it resumes its flow based on the terrain. The water continues to move in the direction you chose until the spell ends or you choose a different effect.

Whirlpool. You cause a whirlpool to form in the center of the area, which must be at least 50 feet square and 25 feet deep. The whirlpool lasts until you choose a different effect or the spell ends. The whirlpool is 5 feet wide at the base, up to 50 feet wide at the top, and 25 feet tall. Any creature in the water and within 25 feet of the whirlpool is pulled 10 feet toward it. When a creature enters the whirlpool for the first time on a turn or ends its turn there, it makes a Strength saving throw. On a failed save, the creature takes 2d8 Bludgeoning damage. On a successful save, the creature takes half as much damage. A creature can swim away from the whirlpool only if it first takes an action to pull away and succeeds on a Strength ( Athletics ) check against your spell save DC.",https://www.dndbeyond.com/spells/2619070-control-water,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
4th,Grasping Vine,Conjuration,1 Bonus Action,60 ft.,,"V, S",,1 Minute,,,Melee,Bludgeoning,,"You conjure a vine that sprouts from a surface in an unoccupied space that you can see within range. The vine lasts for the duration.

Make a melee spell attack against a creature within 30 feet of the vine. On a hit, the target takes 4d8 Bludgeoning damage and is pulled up to 30 feet toward the vine; if the target is Huge or smaller, it has the Grappled condition (escape DC equal to your spell save DC). The vine can grapple only one creature at a time, and you can cause the vine to release a Grappled creature (no action required).

As a Bonus Action on your later turns, you can repeat the attack against a creature within 30 feet of the vine.

Using a Higher-Level Spell Slot. The number of creatures the vine can grapple increases by one for each spell slot level above 4.",https://www.dndbeyond.com/spells/2618955-grasping-vine,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
4th,Guardian of Nature,Transmutation,1 Bonus Action,,,V,,1 Minute,,,,Buff (...),,"A nature spirit answers your call and transforms you into a powerful guardian. The transformation lasts until the spell ends. You choose one of the following forms to assume: Primal Beast or Great Tree.

Primal Beast. Bestial fur covers your body, your facial features become feral, and you gain the following benefits:

Your walking speed increases by 10 feet.

You gain darkvision with a range of 120 feet.

You make Strength-based attack rolls with advantage.

Your melee weapon attacks deal an extra 1d6 force damage on a hit.

Great Tree. Your skin appears barky, leaves sprout from your hair, and you gain the following benefits:

You gain 10 temporary hit points .

You make Constitution saving throws with advantage.

You make Dexterity- and Wisdom-based attack rolls with advantage.

While you are on the ground, the ground within 15 feet of you is difficult terrain for your enemies.",https://www.dndbeyond.com/spells/14872-guardian-of-nature,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
4th,Ice Storm,Evocation,1 Action,300 ft.,(20 ft. *),"V, S, M",,Instantaneous,,,DEX Save,Bludgeoning (...),,"Hail falls in a 20-foot-radius, 40-foot-high Cylinder centered on a point within range. Each creature in the Cylinder makes a Dexterity saving throw. A creature takes 2d10 Bludgeoning damage and 4d6 Cold damage on a failed save or half as much damage on a successful one.

Hailstones turn ground in the Cylinder into Difficult Terrain until the end of your next turn.

Using a Higher-Level Spell Slot. The Bludgeoning damage increases by 1d10 for each spell slot level above 4.",https://www.dndbeyond.com/spells/2619178-ice-storm,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
4th,Locate Creature,Divination,1 Action,,,"V, S, M",,1 Hour,,,,Detection,,"Describe or name a creature that is familiar to you. You sense the direction to the creature’s location if that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement.

The spell can locate a specific creature known to you or the nearest creature of a specific kind (such as a human or a unicorn) if you have seen such a creature up close—within 30 feet—at least once. If the creature you described or named is in a different form, such as under the effects of a Flesh to Stone or Polymorph spell, this spell doesn’t locate the creature.

This spell can’t locate a creature if any thickness of lead blocks a direct path between you and the creature.",https://www.dndbeyond.com/spells/2619001-locate-creature,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
4th,Polymorph,Transmutation,1 Action,60 ft.,,"V, S, M",,1 Hour,,,WIS Save,Control (...),,"You attempt to transform a creature that you can see within range into a Beast. The target must succeed on a Wisdom saving throw or shape-shift into Beast form for the duration. That form can be any Beast you choose that has a Challenge Rating equal to or less than the target’s (or the target’s level if it doesn’t have a Challenge Rating). The target’s game statistics are replaced by the stat block of the chosen Beast, but the target retains its alignment, personality, creature type, Hit Points, and Hit Point Dice.

The target gains a number of Temporary Hit Points equal to the Hit Points of the Beast form. These Temporary Hit Points vanish if any remain when the spell ends. The spell ends early on the target if it has no Temporary Hit Points left.

The target is limited in the actions it can perform by the anatomy of its new form, and it can’t speak or cast spells.

The target’s gear melds into the new form. The creature can’t use or otherwise benefit from any of that equipment.",https://www.dndbeyond.com/spells/2618876-polymorph,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
4th,Stoneskin,Transmutation,1 Action,,,"V, S, M",,1 Hour,,,,Buff,,"Until the spell ends, one willing creature you touch has Resistance to Bludgeoning, Piercing, and Slashing damage.",https://www.dndbeyond.com/spells/2619095-stoneskin,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
4th,Storm Sphere,Evocation,1 Action,150 ft.,(20 ft. ),"V, S",,1 Minute,,,STR Save,Bludgeoning (...),,"A 20-foot-radius sphere of whirling air springs into existence centered on a point you choose within range. The sphere remains for the spell’s duration. Each creature in the sphere when it appears or that ends its turn there must succeed on a Strength saving throw or take 2d6 bludgeoning damage. The sphere’s space is difficult terrain.

Until the spell ends, you can use a bonus action on each of your turns to cause a bolt of lightning to leap from the center of the sphere toward one creature you choose within 60 feet of the center. Make a ranged spell attack. You have advantage on the attack roll if the target is in the sphere. On a hit, the target takes 4d6 lightning damage.

Creatures within 30 feet of the sphere have disadvantage on Wisdom ( Perception ) checks made to listen.

At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, the damage increases for each of its effects by 1d6 for each slot level above 4th.",https://www.dndbeyond.com/spells/2400-storm-sphere,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Awaken,Transmutation,8 Hours,,,"V, S, M",,Instantaneous,,,,Charmed,,"You spend the casting time tracing magical pathways within a precious gemstone, and then touch the target. The target must be either a Beast or Plant creature with an Intelligence of 3 or less or a natural plant that isn’t a creature. The target gains an Intelligence of 10 and the ability to speak one language you know. If the target is a natural plant, it becomes a Plant creature and gains the ability to move its limbs, roots, vines, creepers, and so forth, and it gains senses similar to a human’s. The DM chooses statistics appropriate for the awakened Plant, such as the statistics for the Awakened Shrub or Awakened Tree in the Monster Manual .

The awakened target has the Charmed condition for 30 days or until you or your allies deal damage to it. When that condition ends, the awakened creature chooses its attitude toward you.",https://www.dndbeyond.com/spells/2618897-awaken,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
5th,Commune with Nature,Divination,1 Minute,,,"V, S",,Instantaneous,,,,Environment (...),,"You commune with nature spirits and gain knowledge of the surrounding area. In the outdoors, the spell gives you knowledge of the area within 3 miles of you. In caves and other natural underground settings, the radius is limited to 300 feet. The spell doesn’t function where nature has been replaced by construction, such as in castles and settlements.

Choose three of the following facts; you learn those facts as they pertain to the spell’s area:

Locations of settlements

Locations of portals to other planes of existence

Location of one Challenge Rating 10+ creature (DM’s choice) that is a Celestial, an Elemental, a Fey, a Fiend, or an Undead

The most prevalent kind of plant, mineral, or Beast (you choose which to learn)

Locations of bodies of water

For example, you could determine the location of a powerful monster in the area, the locations of bodies of water, and the locations of any towns.",https://www.dndbeyond.com/spells/2618989-commune-with-nature,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
5th,Control Winds,Transmutation,1 Action,300 ft.,(100 ft. ),"V, S",,1 Hour,,,STR Save,Prone,,"You take control of the air in a 100-foot cube that you can see within range. Choose one of the following effects when you cast the spell. The effect lasts for the spell’s duration, unless you use your action on a later turn to switch to a different effect. You can also use your action to temporarily halt the effect or to restart one you’ve halted.

Gusts. A wind picks up within the cube, continually blowing in a horizontal direction you designate. You choose the intensity of the wind: calm, moderate, or strong. If the wind is moderate or strong, ranged weapon attacks that enter or leave the cube or pass through it have disadvantage on their attack rolls. If the wind is strong, any creature moving against the wind must spend 1 extra foot of movement for each foot moved.

Downdraft. You cause a sustained blast of strong wind to blow downward from the top of the cube. Ranged weapon attacks that pass through the cube or that are made against targets within it have disadvantage on their attack rolls. A creature must make a Strength saving throw if it flies into the cube for the first time on a turn or starts its turn there flying. On a failed save, the creature is knocked prone .

Updraft. You cause a sustained updraft within the cube, rising upward from the cube’s bottom side. Creatures that end a fall within the cube take only half damage from the fall. When a creature in the cube makes a vertical jump, the creature can jump up to 10 feet higher than normal.",https://www.dndbeyond.com/spells/2375-control-winds,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Insect Plague,Conjuration,1 Action,300 ft.,(20 ft. ),"V, S, M",,10 Minutes,,,CON Save,Piercing,,"Swarming locusts fill a 20-foot-radius Sphere centered on a point you choose within range. The Sphere remains for the duration, and its area is Lightly Obscured and Difficult Terrain .

When the swarm appears, each creature in it makes a Constitution saving throw, taking 4d10 Piercing damage on a failed save or half as much damage on a successful one. A creature also makes this save when it enters the spell’s area for the first time on a turn or ends its turn there. A creature makes this save only once per turn.

Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619183-insect-plague,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
5th,Maelstrom,Evocation,1 Action,120 ft.,,"V, S, M",,1 Minute,,,STR Save,Bludgeoning,,"A swirling mass of 5-foot-deep water appears in a 30-foot radius centered on a point you can see within range. The point must be on the ground or in a body of water. Until the spell ends, that area is difficult terrain, and any creature that starts its turn there must succeed on a Strength saving throw or take 6d6 bludgeoning damage and be pulled 10 feet toward the center.",https://www.dndbeyond.com/spells/2390-maelstrom,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Scrying,Divination,10 Minutes,,,"V, S, M",,10 Minutes,,,WIS Save,Detection,,"You can see and hear a creature you choose that is on the same plane of existence as you. The target makes a Wisdom saving throw, which is modified (see the tables below) by how well you know the target and the sort of physical connection you have to it. The target doesn’t know what it is making the save against, only that it feels uneasy.

On a successful save, the target isn’t affected, and you can’t use this spell on it again for 24 hours.

On a failed save, the spell creates an Invisible , intangible sensor within 10 feet of the target. You can see and hear through the sensor as if you were there. The sensor moves with the target, remaining within 10 feet of it for the duration. If something can see the sensor, it appears as a luminous orb about the size of your fist.

Instead of targeting a creature, you can target a location you have seen. When you do so, the sensor appears at that location and doesn’t move.",https://www.dndbeyond.com/spells/2619007-scrying,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
5th,Swift Quiver,Transmutation,1 Bonus Action,,,"V, S, M",,1 Minute,,,,Buff,,"When you cast the spell and as a Bonus Action until it ends, you can make two attacks with a weapon that fires Arrows or Bolts, such as a Longbow or a Light Crossbow. The spell magically creates the ammunition needed for each attack. Each Arrow or Bolt created by the spell deals damage like a nonmagical piece of ammunition of its kind and disintegrates immediately after it hits or misses.",https://www.dndbeyond.com/spells/2619125-swift-quiver,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
5th,Transmute Rock,Transmutation,1 Action,120 ft.,(40 ft. *),"V, S, M",,Until Dispelled,,,DEX Save,Bludgeoning,,"You choose an area of stone or mud that you can see that fits within a 40-foot cube and is within range, and choose one of the following effects.

Transmute Rock to Mud. Nonmagical rock of any sort in the area becomes an equal volume of thick, flowing mud that remains for the spell’s duration.

The ground in the spell’s area becomes muddy enough that creatures can sink into it. Each foot that a creature moves through the mud costs 4 feet of movement, and any creature on the ground when you cast the spell must make a Strength saving throw. A creature must also make the saving throw when it moves into the area for the first time on a turn or ends its turn there. On a failed save, a creature sinks into the mud and is restrained , though it can use an action to end the restrained condition on itself by pulling itself free of the mud.

If you cast the spell on a ceiling, the mud falls. Any creature under the mud when it falls must make a Dexterity saving throw. A creature takes 4d8 bludgeoning damage on a failed save, or half as much damage on a successful one.

Transmute Mud to Rock. Nonmagical mud or quicksand in the area no more than 10 feet deep transforms into soft stone for the spell’s duration. Any creature in the mud when it transforms must make a Dexterity saving throw. On a successful save, a creature is shunted safely to the surface in an unoccupied space. On a failed save, a creature becomes restrained by the rock. A restrained creature, or another creature within reach, can use an action to try to break the rock by succeeding on a DC 20 Strength check or by dealing damage to it. The rock has AC 15 and 25 hit points, and it is immune to poison and psychic damage.",https://www.dndbeyond.com/spells/2403-transmute-rock,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Wall of Stone,Evocation,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,,Control,,"A nonmagical wall of solid stone springs into existence at a point you choose within range. The wall is 6 inches thick and is composed of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. Alternatively, you can create 10-foot-by-20-foot panels that are only 3 inches thick.

If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side). If a creature would be surrounded on all sides by the wall (or the wall and another solid surface), that creature can make a Dexterity saving throw. On a success, it can use its Reaction to move up to its Speed so that it is no longer enclosed by the wall.

The wall can have any shape you desire, though it can’t occupy the same space as a creature or object. The wall doesn’t need to be vertical or rest on a firm foundation. It must, however, merge with and be solidly supported by existing stone. Thus, you can use this spell to bridge a chasm or create a ramp.

If you create a span greater than 20 feet in length, you must halve the size of each panel to create supports. You can crudely shape the wall to create battlements and the like.

The wall is an object made of stone that can be damaged and thus breached. Each panel has AC 15 and 30 Hit Points per inch of thickness, and it has Immunity to Poison and Psychic damage. Reducing a panel to 0 Hit Points destroys it and might cause connected panels to collapse at the DM’s discretion.

If you maintain your Concentration on this spell for its full duration, the wall becomes permanent and can’t be dispelled. Otherwise, the wall disappears when the spell ends.",https://www.dndbeyond.com/spells/2619200-wall-of-stone,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Wrath of Nature,Evocation,1 Action,120 ft.,(60 ft. ),"V, S",,1 Minute,,,DEX Save,Slashing (...),,"You call out to the spirits of nature to rouse them against your enemies. Choose a point you can see within range. The spirits cause trees, rocks, and grasses in a 60-foot cube centered on that point to become animated until the spell ends.

Grasses and Undergrowth. Any area of ground in the cube that is covered by grass or undergrowth is difficult terrain for your enemies.

Trees. At the start of each of your turns, each of your enemies within 10 feet of any tree in the cube must succeed on a Dexterity saving throw or take 4d6 slashing damage from whipping branches.

Roots and Vines. At the end of each of your turns, one creature of your choice that is on the ground in the cube must succeed on a Strength saving throw or become restrained until the spell ends. A restrained creature can use an action to make a Strength ( Athletics ) check against your spell save DC, ending the effect on itself on a success.

Rocks. As a bonus action on your turn, you can cause a loose rock in the cube to launch at a creature you can see in the cube. Make a ranged spell attack against the target. On a hit, the target takes 3d8 nonmagical bludgeoning damage, and it must succeed on a Strength saving throw or fall prone .",https://www.dndbeyond.com/spells/14619-wrath-of-nature,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
